,MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,Gross_Collection,Certification,votes
1498,Survivor, Milla Jovovich, Pierce Brosnan, Dylan McDermott, Paddy Wallace,Action, Crime, Thriller,Nan,PG-13 ,"34,661"
1499,The Quest, Jean-Claude Van Damme, Roger Moore, James Remar, Janet Gunn,Action, Adventure, Drama,21.60,PG-13 ,"27,009"
1500,Sleepless, Jamie Foxx, Michelle Monaghan, Dermot Mulroney, Gabrielle Union,Action, Thriller,Nan,20.78,R ,"33,386"
1501,12 Rounds, John Cena, Ashley Scott, Aidan Gillen, Steve Harris,Action, Crime, Thriller,12.23,PG-13 ,"29,685"
1502,The Contract, John Cusack, Morgan Freeman, Jamie Anderson, Alice Krige,Action, Crime, Drama,Nan,R ,"25,541"
1503,Metro, Eddie Murphy, Michael Rapaport, Kim Miyori, Art Evans,Action, Comedy, Crime,31.99,R ,"28,314"
1504,Bang Bang, Hrithik Roshan, Katrina Kaif, Pawan Malhotra, Danny Denzongpa,Action, Adventure, Comedy,2.55,Not Rated ,"25,047"
1505,Once There Was a Tiger, Salman Khan, Katrina Kaif, Girish Karnad, Roshan Seth,Action, Adventure, Romance,2.35,Not Rated ,"36,199"
1506,Baywatch, Dwayne Johnson, Zac Efron, Alexandra Daddario, Priyanka Chopra Jonas,Action, Comedy, Crime,58.06,R ,"193,259"
1507,Willy's Wonderland, Nicolas Cage, Emily Tosta, Beth Grant, Ric Reitz,Action, Comedy, Horror,Nan,16+ ,"32,795"
1508,Green Lantern, Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong,Action, Adventure, Sci-Fi,116.60,PG-13 ,"289,755"
1509,Beverly Hills Cop III, Eddie Murphy, Jon Tenney, Joey Travolta, Eugene Collier,Action, Comedy, Crime,42.61,R ,"84,153"
1510,The Scorpion King, Dwayne Johnson, Steven Brand, Michael Clarke Duncan, Kelly Hu,Action, Adventure, Fantasy,91.05,PG-13 ,"141,806"
1511,The 355, Jessica Chastain, Penélope Cruz, Bingbing Fan, Diane Kruger,Action, Thriller,Nan,Nan,PG-13 ,"32,975"
1512,The Cloverfield Paradox, Gugu Mbatha-Raw, David Oyelowo, Daniel Brühl, John Ortiz,Action, Adventure, Horror,Nan,PG-13 ,"108,779"
1513,George of the Jungle, Brendan Fraser, Leslie Mann, Thomas Haden Church, Richard Roundtree,Action, Adventure, Comedy,105.26,PG ,"81,591"
1514,The Core, Aaron Eckhart, Hilary Swank, Delroy Lindo, Bruce Greenwood,Action, Adventure, Sci-Fi,31.19,PG-13 ,"104,125"
1515,Resident Evil: The Final Chapter, Milla Jovovich, Iain Glen, Ali Larter, Shawn Roberts,Action, Horror, Sci-Fi,26.83,R ,"97,304"
1516,Snakes on a Plane, Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard,Action, Adventure, Crime,34.02,R ,"141,865"
1517,Under Siege 2: Dark Territory, Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl,Action, Adventure, Thriller,50.02,R ,"48,412"
1518,Sweet Girl, Jason Momoa, Isabela Merced, Manuel Garcia-Rulfo, Adria Arjona,Action, Drama, Thriller,Nan,R ,"33,401"
1519,Your Highness, Danny McBride, Natalie Portman, James Franco, Rasmus Hardiker,Action, Adventure, Comedy,21.60,R ,"102,819"
1520,Virtuosity, Denzel Washington, Russell Crowe, Kelly Lynch, Stephen Spinella,Action, Crime, Sci-Fi,24.05,R ,"31,154"
1521,Lara Croft: Tomb Raider - The Cradle of Life, Angelina Jolie, Gerard Butler, Chris Barrie, Ciarán Hinds,Action, Adventure, Fantasy,65.66,PG-13 ,"141,452"
1522,Peninsula, Gang Dong-won, Lee Jung-hyun, Re Lee, Hae-hyo Kwon,Action, Horror, Thriller,1.23,Not Rated ,"35,006"
1523,Collateral Damage, Arnold Schwarzenegger, John Leguizamo, Francesca Neri, Elias Koteas,Action, Drama, Thriller,40.08,R ,"76,435"
1524,Seventh Son, Ben Barnes, Julianne Moore, Jeff Bridges, Alicia Vikander,Action, Adventure, Fantasy,17.22,PG-13 ,"78,954"
1525,Mortdecai, Johnny Depp, Gwyneth Paltrow, Ewan McGregor, Olivia Munn,Action, Adventure, Comedy,7.61,R ,"74,812"
1526,Volcano, Tommy Lee Jones, Anne Heche, Gaby Hoffmann, Don Cheadle,Action, Drama, Sci-Fi,49.32,PG-13 ,"78,942"
1527,Star Trek V: The Final Frontier, William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan,Action, Adventure, Fantasy,52.21,PG ,"62,094"
1528,Eight Legged Freaks, David Arquette, Kari Wuhrer, Scott Terra, Scarlett Johansson,Action, Adventure, Comedy,17.32,PG-13 ,"58,731"
1529,Pompeii, Kit Harington, Emily Browning, Kiefer Sutherland, Adewale Akinnuoye-Agbaje,Action, Adventure, Drama,23.22,PG-13 ,"113,561"
1530,The Bounty Hunter, Jennifer Aniston, Gerard Butler, Gio Perez, Joel Marsh Garland,Action, Comedy, Romance,67.06,PG-13 ,"130,872"
1531,Brahmastra Part One: Shiva, Amitabh Bachchan, Ranbir Kapoor, Alia Bhatt, Nagarjuna Akkineni,Action, Adventure, Fantasy,Nan,M ,"108,462"
1532,Babylon A, Vin Diesel, Michelle Yeoh, Mélanie Thierry, Gérard Depardieu,Action, Adventure, Sci-Fi,22.53,PG-13 ,"97,108"
1533,Beverly Hills Ninja, Chris Farley, Nicollette Sheridan, Robin Shou, Nathaniel Parker,Action, Comedy,Nan,31.24,PG-13 ,"42,722"
1534,Whiteout, Kate Beckinsale, Gabriel Macht, Tom Skerritt, Columbus Short,Action, Crime, Mystery,10.28,R ,"39,641"
1535,Cop Out, Bruce Willis, Tracy Morgan, Juan Carlos Hernández, Cory Fernandez,Action, Comedy, Crime,44.88,R ,"89,259"
1536,Fighting, Channing Tatum, Terrence Howard, Luis Guzmán, Zulay Henao,Action, Crime, Drama,23.04,PG-13 ,"33,720"
1537,Stolen, Nicolas Cage, Malin Akerman, Josh Lucas, Danny Huston,Action, Crime, Thriller,0.30,R ,"45,721"
1538,Showtime, Robert De Niro, Eddie Murphy, Rene Russo, Rachael Harris,Action, Comedy, Crime,38.08,PG-13 ,"64,130"
1539,The Man, Samuel L. Jackson, Eugene Levy, Miguel Ferrer, Luke Goss,Action, Comedy, Crime,8.33,PG-13 ,"26,188"
1540,Taxi 4, Samy Naceri, Frédéric Diefenthal, Bernard Farcy, Emma Wiklund,Action, Comedy, Crime,Nan,Not Rated ,"29,614"
1541,Gunjan Saxena: The Kargil Girl, Janhvi Kapoor, Pankaj Tripathi, Angad Bedi, Manav Vij,Action, Biography, Drama,Nan,TV-14 ,"35,144"
1542,65, Adam Driver, Ariana Greenblatt, Chloe Coleman, Nika King,Action, Adventure, Drama,Nan,PG-13 ,"43,330"
1543,Shotgun Wedding, Jennifer Lopez, Josh Duhamel, Lenny Kravitz, Jennifer Coolidge,Action, Comedy, Romance,Nan,R ,"30,914"
1544,Gods of Egypt, Brenton Thwaites, Nikolaj Coster-Waldau, Gerard Butler, Chadwick Boseman,Action, Adventure, Drama,31.15,PG-13 ,"120,905"
1545,Wonder Woman 1984, Gal Gadot, Chris Pine, Kristen Wiig, Pedro Pascal,Action, Adventure, Fantasy,46.37,PG-13 ,"278,070"
1546,The Mummy, Tom Cruise, Sofia Boutella, Annabelle Wallis, Russell Crowe,Action, Adventure, Fantasy,80.10,PG-13 ,"196,144"
1547,Infinite, Mark Wahlberg, Chiwetel Ejiofor, Sophie Cookson, Dylan O'Brien,Action, Sci-Fi, Thriller,Nan,PG-13 ,"55,269"
1548,Batman Forever, Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman,Action, Adventure,Nan,184.03,PG-13 ,"258,501"
1549,Spiderhead, Chris Hemsworth, Miles Teller, Jurnee Smollett, Mark Paguio,Action, Crime, Drama,Nan,R ,"61,509"
1550,The Forever Purge, Ana de la Reguera, Tenoch Huerta, Josh Lucas, Leven Rambin,Action, Crime, Horror,44.54,R ,"37,683"
1551,Ava, Jessica Chastain, John Malkovich, Common, Geena Davis,Action, Drama, Thriller,0.50,R ,"59,101"
1552,Godzilla, Matthew Broderick, Jean Reno, Maria Pitillo, Hank Azaria,Action, Sci-Fi, Thriller,136.31,PG-13 ,"197,376"
1553,Big Game, Samuel L. Jackson, Onni Tommila, Ray Stevenson, Victor Garber,Action, Adventure, Comedy,0.02,PG-13 ,"34,279"
1554,Snake Eyes, Henry Golding, Andrew Koji, Haruka Abe, Takehiro Hira,Action, Adventure, Crime,Nan,PG-13 ,"41,637"
1555,Drive Angry, Nicolas Cage, Amber Heard, William Fichtner, Billy Burke,Action, Comedy, Fantasy,10.71,R ,"101,404"
1556,Maximum Overdrive, Emilio Estevez, Pat Hingle, Laura Harrington, Yeardley Smith,Action, Comedy, Horror,7.43,R ,"33,921"
1557,"Game Over, Man!", Adam Devine, Anders Holm, Blake Anderson, Chloe Bridges,Action, Comedy,Nan,Nan,TV-MA ,"31,795"
1558,Æon Flux, Charlize Theron, Frances McDormand, Sophie Okonedo, Marton Csokas,Action, Adventure, Sci-Fi,25.86,PG-13 ,"130,649"
1559,Vampire Academy, Zoey Deutch, Lucy Fry, Danila Kozlovskiy, Gabriel Byrne,Action, Comedy, Drama,7.79,PG-13 ,"55,842"
1560,Blackhat, Chris Hemsworth, Viola Davis, Tang Wei, Leehom Wang,Action, Crime, Thriller,7.10,R ,"61,969"
1561,Killers, Katherine Heigl, Ashton Kutcher, Tom Selleck, Catherine O'Hara,Action, Comedy, Romance,47.06,PG-13 ,"93,745"
1562,The Happytime Murders, Melissa McCarthy, Elizabeth Banks, Maya Rudolph, Leslie David Baker,Action, Comedy, Crime,20.71,R ,"29,343"
1563,Outside the Wire, Anthony Mackie, Damson Idris, Enzo Cilenti, Emily Beecham,Action, Adventure, Fantasy,Nan,R ,"43,969"
1564,Pathfinder, Karl Urban, Clancy Brown, Moon Bloodgood, Russell Means,Action, Adventure, Drama,10.23,R ,"45,379"
1565,The Last Legion, Colin Firth, Ben Kingsley, Aishwarya Rai Bachchan, Peter Mullan,Action, Adventure, History,5.93,PG-13 ,"36,460"
1566,Season of the Witch, Nicolas Cage, Ron Perlman, Claire Foy, Stephen Campbell Moore,Action, Adventure, Fantasy,24.83,PG-13 ,"96,034"
1567,The Man with the Iron Fists, Russell Crowe, Cung Le, Lucy Liu, RZA,Action,Nan,Nan,15.63,R ,"63,506"
1568,The Spy Next Door, Jackie Chan, Amber Valletta, Billy Ray Cyrus, Madeline Carroll,Action, Comedy, Family,24.27,PG ,"45,455"
1569,D3: The Mighty Ducks, Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling,Action, Comedy, Drama,22.94,PG ,"27,800"
1570,The Tuxedo, Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar,Action, Comedy, Sci-Fi,50.55,PG-13 ,"86,095"
1571,Battle for the Planet of the Apes, Roddy McDowall, Claude Akins, Natalie Trundy, Severn Darden,Action, Sci-Fi,Nan,8.84,G ,"32,152"
1572,Bulletproof Monk, Chow Yun-Fat, Seann William Scott, Jaime King, Karel Roden,Action, Comedy, Fantasy,23.02,PG-13 ,"51,266"
1573,I Spy, Eddie Murphy, Owen Wilson, Famke Janssen, Malcolm McDowell,Action, Adventure, Comedy,33.56,PG-13 ,"52,452"
1574,Killing Season, Robert De Niro, John Travolta, Milo Ventimiglia, Liz Olin,Action, Drama, Thriller,0.03,R ,"38,118"
1575,Dhoom 3, Aamir Khan, Katrina Kaif, Abhishek Bachchan, Uday Chopra,Action, Crime, Drama,8.03,Not Rated ,"47,609"
1576,Masters of the Universe, Dolph Lundgren, Frank Langella, Meg Foster, Billy Barty,Action, Adventure, Fantasy,17.34,PG ,"42,364"
1577,The Predator, Boyd Holbrook, Trevante Rhodes, Jacob Tremblay, Keegan-Michael Key,Action, Adventure, Horror,51.02,R ,"137,766"
1578,Jupiter Ascending, Channing Tatum, Mila Kunis, Eddie Redmayne, Sean Bean,Action, Adventure, Sci-Fi,47.39,PG-13 ,"191,266"
1579,Ghost Rider, Nicolas Cage, Eva Mendes, Sam Elliott, Matt Long,Action, Fantasy, Thriller,115.80,PG-13 ,"244,940"
1580,Robin Hood, Taron Egerton, Jamie Foxx, Ben Mendelsohn, Eve Hewson,Action, Adventure, Drama,30.82,PG-13 ,"76,512"
1581,Geostorm, Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara,Action, Sci-Fi, Thriller,33.70,PG-13 ,"112,411"
1582,Point Break, Edgar Ramírez, Luke Bracey, Ray Winstone, Teresa Palmer,Action, Adventure, Crime,28.78,PG-13 ,"64,521"
1583,Daredevil, Ben Affleck, Jennifer Garner, Colin Farrell, Michael Clarke Duncan,Action, Crime,Nan,102.54,PG-13 ,"223,962"
1584,The New Mutants, Maisie Williams, Anya Taylor-Joy, Charlie Heaton, Alice Braga,Action, Horror, Mystery,23.86,PG-13 ,"83,965"
1585,Resident Evil: Retribution, Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer,Action, Horror, Sci-Fi,42.35,R ,"146,034"
1586,Tank Girl, Lori Petty, Ice-T, Naomi Watts, Don Harvey,Action, Comedy, Sci-Fi,4.06,R ,"33,174"
1587,Max Payne, Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris,Action, Crime, Drama,40.69,PG-13 ,"128,085"
1588,Congo, Laura Linney, Tim Curry, Dylan Walsh, Ernie Hudson,Action, Adventure, Mystery,81.02,PG-13 ,"47,120"
1589,The Karate Kid Part III, Ralph Macchio, Pat Morita, Robyn Lively, Thomas Ian Griffith,Action, Drama, Family,38.96,PG ,"66,218"
1590,Red Dawn, Chris Hemsworth, Isabel Lucas, Josh Hutcherson, Josh Peck,Action, Drama,Nan,44.81,PG-13 ,"78,732"
1591,Spy Kids 2: Island of Lost Dreams, Alexa PenaVega, Daryl Sabara, Antonio Banderas, Carla Gugino,Action, Adventure, Comedy,85.85,PG ,"70,258"
1592,Land of the Lost, Will Ferrell, Danny McBride, Anna Friel, Jorma Taccone,Action, Adventure, Comedy,49.44,PG-13 ,"73,176"
1593,One for the Money, Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo,Action, Comedy, Crime,26.41,PG-13 ,"43,305"
1594,Spy Hard, Leslie Nielsen, Nicollette Sheridan, Charles Durning, Marcia Gay Harden,Action, Comedy,Nan,29.00,PG-13 ,"39,110"
1595,Hollywood Homicide, Harrison Ford, Josh Hartnett, Isaiah Washington, Lena Olin,Action, Comedy, Crime,30.01,PG-13 ,"38,299"
1596,The Colony, Kevin Zegers, Laurence Fishburne, Bill Paxton, Charlotte Sullivan,Action, Horror, Sci-Fi,Nan,Not Rated ,"46,212"
1597,Bangkok Dangerous, Nicolas Cage, Charlie Yeung, Shahkrit Yamnarm, Panward Hemmanee,Action, Crime, Thriller,15.28,R ,"57,523"
1598,Universal Soldier: Regeneration, Dolph Lundgren, Jean-Claude Van Damme, Andrei Arlovski, Mike Pyle,Action, Adventure, Sci-Fi,Nan,R ,"26,043"
1599,The Way to Paradise, Enzo Zelocchi, Jennifer Lyons, Bryson Jones Allman, Brandi Maclaren,Action, Comedy, Thriller,Nan,Nan,"32,346"
1600,F9: The Fast Saga, Vin Diesel, Michelle Rodriguez, Jordana Brewster, Tyrese Gibson,Action, Crime, Thriller,173.20,PG-13 ,"144,000"
1601,Transformers: The Last Knight, Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock,Action, Adventure, Sci-Fi,130.17,PG-13 ,"157,769"
1602,The Covenant, Steven Strait, Sebastian Stan, Toby Hemingway, Taylor Kitsch,Action, Adventure, Fantasy,23.29,PG-13 ,"50,712"
1603,Morbius, Jared Leto, Matt Smith, Adria Arjona, Jared Harris,Action, Adventure, Horror,73.87,PG-13 ,"136,496"
1604,xXx: Return of Xander Cage, Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu,Action, Adventure, Thriller,44.90,PG-13 ,"94,369"
1605,Legion, Paul Bettany, Dennis Quaid, Charles S. Dutton, Lucas Black,Action, Fantasy, Horror,40.17,R ,"107,796"
1606,Hellboy, David Harbour, Milla Jovovich, Ian McShane, Sasha Lane,Action, Adventure, Fantasy,21.90,R ,"93,821"
1607,Resident Evil: Welcome to Raccoon City, Kaya Scodelario, Robbie Amell, Hannah John-Kamen, Tom Hopper,Action, Horror, Sci-Fi,17.00,R ,"57,973"
1608,Spawn, Michael Jai White, John Leguizamo, Martin Sheen, Theresa Randle,Action, Drama, Horror,54.97,PG-13 ,"70,196"
1609,The Mummy: Tomb of the Dragon Emperor, Brendan Fraser, Jet Li, Maria Bello, Michelle Yeoh,Action, Adventure, Fantasy,102.49,PG-13 ,"165,740"
1610,Independence Day: Resurgence, Liam Hemsworth, Jeff Goldblum, Bill Pullman, Maika Monroe,Action, Adventure, Sci-Fi,103.14,PG-13 ,"183,577"
1611,The 5th Wave, Chloë Grace Moretz, Matthew Zuk, Gabriela Lopez, Bailey Anne Borders,Action, Adventure, Sci-Fi,34.92,PG-13 ,"113,205"
1612,Monster Hunter, Milla Jovovich, Tony Jaa, Ron Perlman, T.I.,Action, Adventure, Fantasy,15.16,PG-13 ,"63,571"
1613,The Bad Batch, Suki Waterhouse, Jason Momoa, Jayda Fink, Keanu Reeves,Action, Horror, Mystery,0.18,R ,"33,542"
1614,Mighty Morphin Power Rangers, Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank,Action, Adventure, Family,38.19,PG ,"28,968"
1615,Lost in Space, Gary Oldman, William Hurt, Matt LeBlanc, Mimi Rogers,Action, Adventure, Family,69.12,PG-13 ,"73,659"
1616,Doom, Karl Urban, Rosamund Pike, Dwayne Johnson, Deobia Oparei,Action, Horror, Sci-Fi,28.21,R ,"115,919"
1617,A Good Day to Die Hard, Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead,Action, Thriller,Nan,67.35,R ,"210,724"
1618,Big Momma's House, Martin Lawrence, Nia Long, Paul Giamatti, Jascha Washington,Action, Comedy, Crime,117.56,PG-13 ,"88,005"
1619,The Transporter Refueled, Ed Skrein, Loan Chabanol, Ray Stevenson, Lenn Kudrjawizki,Action, Thriller,Nan,16.03,PG-13 ,"43,297"
1620,Paul Blart: Mall Cop, Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez,Action, Comedy, Crime,20.82,PG ,"113,488"
1621,The First Purge, Y'lan Noel, Lex Scott Davis, Joivan Wade, Steve Harris,Action, Horror, Sci-Fi,69.49,R ,"66,343"
1622,The Medallion, Jackie Chan, Lee Evans, Claire Forlani, Julian Sands,Action, Comedy, Fantasy,22.11,PG-13 ,"42,729"
1623,Mutant Chronicles, Thomas Jane, Ron Perlman, Devon Aoki, Sean Pertwee,Action, Adventure, Mystery,0.01,R ,"26,781"
1624,Beast, Joseph Vijay, Pooja Hegde, K. Selvaraghavan, Shine Tom Chacko,Action, Thriller,Nan,Nan,UA ,"34,388"
1625,Bachchhan Paandey, Akshay Kumar, Kriti Sanon, Jacqueline Fernandez, Pankaj Tripathi,Action, Comedy, Crime,Nan,UA ,"36,148"
1626,Moonfall, Halle Berry, Patrick Wilson, John Bradley, Charlie Plummer,Action, Adventure, Sci-Fi,19.06,PG-13 ,"87,927"
1627,Conan the Barbarian, Jason Momoa, Ron Perlman, Rose McGowan, Stephen Lang,Action, Adventure, Fantasy,21.30,R ,"100,718"
1628,Red Sonja, Arnold Schwarzenegger, Brigitte Nielsen, Sandahl Bergman, Paul L. Smith,Action, Adventure, Fantasy,6.95,PG-13 ,"43,296"
1629,Eragon, Ed Speleers, Sienna Guillory, Jeremy Irons, John Malkovich,Action, Adventure, Family,75.03,PG ,"128,265"
1630,"10,000 BC", Camilla Belle, Steven Strait, Marco Khan, Cliff Curtis,Action, Adventure, Drama,94.78,PG-13 ,"133,291"
1631,"I, Frankenstein", Aaron Eckhart, Bill Nighy, Miranda Otto, Virginie Le Brun,Action, Fantasy, Sci-Fi,19.08,PG-13 ,"82,497"
1632,G-Force, Will Arnett, Penélope Cruz, Zach Galifianakis, Bill Nighy,Animation, Action, Adventure,119.44,PG ,"48,212"
1633,Agent Cody Banks, Frankie Muniz, Hilary Duff, Andrew Francis, Angie Harmon,Action, Adventure, Comedy,47.94,PG ,"35,944"
1634,Abduction, Taylor Lautner, Lily Collins, Alfred Molina, Jake Andolina,Action, Mystery, Thriller,28.09,PG-13 ,"81,826"
1635,Cats & Dogs, Alec Baldwin, Tobey Maguire, Jeff Goldblum, Elizabeth Perkins,Action, Adventure, Comedy,93.39,PG ,"61,008"
1636,Miss Congeniality 2: Armed & Fabulous, Sandra Bullock, Regina King, William Shatner, Enrique Murciano,Action, Comedy, Crime,48.48,PG-13 ,"77,553"
1637,Get Carter, Sylvester Stallone, Rachael Leigh Cook, Miranda Richardson, Rhona Mitra,Action, Crime, Drama,14.97,R ,"35,525"
1638,Stealth, Josh Lucas, Jessica Biel, Jamie Foxx, Sam Shepard,Action, Adventure, Sci-Fi,32.12,PG-13 ,"55,146"
1639,Alex Cross, Tyler Perry, Matthew Fox, Rachel Nichols, Edward Burns,Action, Crime, Mystery,25.89,PG-13 ,"34,768"
1640,Stormbreaker, Alex Pettyfer, Mickey Rourke, Sophie Okonedo, Sarah Bolger,Action, Adventure, Family,0.65,PG ,"25,152"
1641,Hot Pursuit, Reese Witherspoon, Sofía Vergara, Matthew Del Negro, Michael Mosley,Action, Comedy, Crime,34.51,PG-13 ,"52,526"
1642,How It Ends, Theo James, Kat Graham, Nancy Sorel, Nicole Ari Parker,Action, Drama, Horror,Nan,TV-MA ,"55,552"
1643,Superman III, Christopher Reeve, Richard Pryor, Margot Kidder, Jackie Cooper,Action, Adventure, Comedy,59.95,PG ,"72,398"
1644,The Twilight Saga: Eclipse, Kristen Stewart, Robert Pattinson, Taylor Lautner, Xavier Samuel,Action, Adventure, Drama,300.53,PG-13 ,"251,786"
1645,See No Evil, Glenn Jacobs, Christina Vidal, Michael J. Pagan, Samantha Noble,Action, Horror, Thriller,15.03,R ,"28,007"
1646,Cyborg, Jean-Claude Van Damme, Deborah Richter, Vincent Klyn, Alex Daniels,Action, Sci-Fi, Thriller,10.17,R ,"32,639"
1647,Shadow in the Cloud, Chloë Grace Moretz, Nick Robinson, Beulah Koale, Taylor John Smith,Action, Horror, War,Nan,R ,"28,557"
1648,The Phantom, Billy Zane, Kristy Swanson, Treat Williams, Catherine Zeta-Jones,Action, Adventure, Comedy,17.30,PG ,"34,873"
1649,Virus, Jamie Lee Curtis, Donald Sutherland, William Baldwin, Joanna Pacula,Action, Horror, Sci-Fi,14.01,R ,"28,947"
1650,Dilwale, Shah Rukh Khan, Kajol, Varun Dhawan, Kriti Sanon,Action, Comedy, Drama,4.83,Not Rated ,"36,459"
1651,Charlie's Angels, Kristen Stewart, Naomi Scott, Ella Balinska, Elizabeth Banks,Action, Adventure, Comedy,17.80,PG-13 ,"76,456"
1652,The Darkest Hour, Emile Hirsch, Olivia Thirlby, Max Minghella, Rachael Taylor,Action, Adventure, Horror,21.43,PG-13 ,"62,294"
1653,Charlie's Angels: Full Throttle, Drew Barrymore, Lucy Liu, Cameron Diaz, Bernie Mac,Action, Adventure, Comedy,100.83,PG-13 ,"130,281"
1654,Dracula 2000, Gerard Butler, Justine Waddell, Jonny Lee Miller, Christopher Plummer,Action, Fantasy, Horror,33.02,R ,"35,073"
1655,Wild Wild West, Will Smith, Kevin Kline, Kenneth Branagh, Salma Hayek,Action, Comedy, Sci-Fi,113.81,PG-13 ,"163,771"
1656,The Cold Light of Day, Henry Cavill, Bruce Willis, Sigourney Weaver, Verónica Echegui,Action, Thriller,Nan,3.75,PG-13 ,"38,458"
1657,Ghosts of Mars, Natasha Henstridge, Ice Cube, Pam Grier, Jason Statham,Action, Horror, Sci-Fi,8.43,R ,"56,124"
1658,Blues Brothers 2000, Dan Aykroyd, John Goodman, Walter Levine, Tom Davis,Action, Comedy, Crime,13.98,PG-13 ,"34,039"
1659,Happy New Year, Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Boman Irani,Action, Comedy, Crime,Nan,Not Rated ,"38,898"
1660,Anaconda, Jon Voight, Jennifer Lopez, Eric Stoltz, Ice Cube,Action, Adventure, Horror,65.89,PG-13 ,"107,707"
1661,The Ridiculous 6, Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner,Action, Adventure, Comedy,Nan,TV-14 ,"51,358"
1662,After Earth, Jaden Smith, David Denman, Will Smith, Sophie Okonedo,Action, Adventure, Sci-Fi,60.52,PG-13 ,"204,933"
1663,DOA: Dead or Alive, Jaime Pressly, Devon Aoki, Sarah Carter, Holly Valance,Action, Adventure, Mystery,0.48,PG-13 ,"45,555"
1664,Teenage Mutant Ninja Turtles III, Elias Koteas, Paige Turco, Stuart Wilson, Sab Shimono,Action, Adventure, Comedy,42.66,PG ,"34,570"
1665,Tekken, Jonathan Patrick Foo, Kelly Overton, Cary-Hiroyuki Tagawa, Ian Anthony Dale,Action, Crime, Drama,Nan,R ,"27,972"
1666,Double Team, Jean-Claude Van Damme, Dennis Rodman, Mickey Rourke, Paul Freeman,Action, Comedy, Sci-Fi,11.44,R ,"35,508"
1667,Crocodile Dundee in Los Angeles, Paul Hogan, Linda Kozlowski, Jere Burns, Jonathan Banks,Action, Adventure, Comedy,25.64,PG ,"25,585"
1668,Godsend, Robert De Niro, Greg Kinnear, Rebecca Romijn, Cameron Bright,Action, Drama, Fantasy,14.38,PG-13 ,"26,064"
